site number,site location,Cluster,site acronym,date,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments
R1,CAP canal above Waddell Canal,cap,cap-siphon,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2010,NA,NA,5.07,0.11,2.22,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2010,NA,NA,5.04,0.11,2.24,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2010,NA,NA,5.05,0.11,2.23,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2010,NA,NA,2.9,0.04,1.31,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2010,NA,NA,5.04,0.11,2.18,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2010,NA,NA,3.34,0.04,1.21,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2010,NA,NA,4.93,0.11,2.27,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2010,NA,NA,2.9,0.04,1.36,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2010,NA,NA,4.98,0.11,2.23,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2010,NA,NA,5.15,0.11,2.21,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2010,NA,NA,3.71,0.07,1.84,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2010,NA,NA,4.29,0.07,1.65,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2010,NA,NA,3.08,0.04,1.35,NA,NA,NA,NA,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2010,NA,NA,5.65,0.14,2.44,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2010,NA,NA,5.64,0.16,2.78,NA,NA,NA,NA,NA,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,2010,NA,NA,5.78,0.11,1.97,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,2010,NA,NA,6.01,0.12,1.92,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2010,NA,NA,5.54,0.12,2.09,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2010,NA,NA,5,0.11,2.26,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2010,NA,NA,4.91,0.11,2.24,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2010,NA,NA,3.34,0.05,1.51,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2010,NA,NA,3.12,0.04,1.32,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2010,NA,NA,2.31,0.2,8.54,NA,NA,NA,NA,NA,NA,NA
VV West,Val Vista West WTP treated water,srp,val vista west-treated,2010,NA,NA,2.53,0.04,1.41,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP Inlet,NA,Glen In,2010,NA,NA,4.93,0.122,2.47,NA,NA,NA,NA,NA,NA,NA
Glen Out,Glendale WTP Outlet,NA,Glen Out,2010,NA,NA,2.656613345,0.037,1.4,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2010,NA,NA,4.81,0.118,2.44,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2010,NA,NA,3.69,0.035,0.96,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2010,NA,NA,4.8,0.118,2.46,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2010,NA,NA,4.86,0.122,2.5,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2010,NA,NA,4.95,0.121,2.45,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2010,NA,NA,2.89,0.047,1.62,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2010,NA,NA,4.97,0.114,2.3,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2010,NA,NA,4.79,0.12,2.5,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2010,NA,NA,4.91,0.12,2.45,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2010,NA,NA,2.33,0.034,1.47,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2010,NA,NA,4.9,0.12,2.44,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2010,NA,NA,3.1,0.051,1.63,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2010,NA,NA,4.84,0.119,2.45,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2010,NA,NA,2.44,0.035,1.42,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2010,NA,NA,4.8,0.123,2.57,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2010,NA,NA,4.9,0.121,2.48,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2010,NA,NA,4.44,0.134,3.02,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2010,NA,NA,3.5,0.068,1.93,NA,NA,NA,NA,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2010,NA,NA,5.94,0.122,2.06,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2010,NA,NA,5.49,0.142,2.59,NA,NA,NA,NA,NA,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,2010,NA,NA,5.87,0.112,1.91,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,2010,NA,NA,5.85,0.113,1.92,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2010,NA,NA,5.65,0.119,2.1,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2010,NA,NA,4.87,0.12,2.47,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2010,NA,NA,4.56,0.112,2.45,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2010,NA,NA,3.22,0.055,1.69,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VV West,Val Vista West WTP treated water,srp,val vista west-treated,2010,NA,NA,2.31,0.035,1.51,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP Inlet,NA,Glen In,2010,NA,NA,4.46,0.12,2.69,NA,NA,NA,NA,NA,NA,NA
Glen Out,Glendale WTP Outlet,NA,Glen Out,2010,NA,NA,2.77,0.044,1.57,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2010,NA,NA,2.7,0.039,1.43,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2010,NA,NA,3.22,0.055,1.71,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2010,NA,NA,2.77,0.047,1.69,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2010,NA,NA,4.17,0.114,2.73,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2010,NA,NA,4.28,0.113,2.63,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2010,NA,NA,4.26,0.111,2.61,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2010,NA,NA,2.65,0.046,1.74,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2010,NA,NA,4.76,0.11,2.31,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2010,NA,NA,4.26,0.113,2.64,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2010,NA,NA,4.51,0.112,2.48,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2010,NA,NA,1.84,0.018,0.98,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2010,NA,NA,4.43,0.115,2.6,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2010,NA,NA,2.35,0.033,1.42,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2010,NA,NA,4.28,0.114,2.67,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2010,NA,NA,2.27,0.04,1.77,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2010,NA,NA,1.59,0.048,3.03,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2010,NA,NA,4.22,0.113,2.67,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2010,NA,NA,4.27,0.112,2.61,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2010,NA,NA,3.99,0.12,3,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2010,NA,NA,3.43,0.074,2.16,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2010,NA,NA,4.15,0.068,1.62,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2010,NA,NA,3.36,0.069,2.06,NA,NA,NA,NA,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2010,NA,NA,6.21,0.105,1.68,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2010,NA,NA,4.77,0.121,2.52,NA,NA,NA,NA,NA,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,2010,NA,NA,5.39,0.106,1.97,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,2010,NA,NA,5.7,0.11,1.92,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2010,NA,NA,6.06,0.117,1.93,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2010,NA,NA,4.23,0.113,2.68,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2010,NA,NA,3.81,0.101,2.64,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2010,NA,NA,2.3,0.038,1.66,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2010,NA,NA,2.7,0.034,1.25,NA,NA,NA,NA,NA,NA,NA
VV West,Val Vista West WTP treated water,srp,val vista west-treated,2010,NA,NA,2.01,0.032,1.6,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP Inlet,NA,Glen In,2010,NA,NA,4.43,0.109,2.45,NA,NA,NA,NA,NA,NA,NA
Glen Out,Glendale WTP Outlet,NA,Glen Out,2010,NA,NA,2.422187447,0.035,1.45,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2010,NA,NA,4.04,0.102,2.53,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2010,NA,NA,3.6,0.043,1.19,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2010,NA,NA,2.776188461,0.0432,1.56,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2010,NA,NA,4.2,0.102,2.42,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2010,NA,NA,4.34,0.109,2.51,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2010,NA,NA,4.37,0.105,2.4,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2010,NA,NA,2.77,0.048,1.71,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2010,NA,NA,4.7,0.107,2.29,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2010,NA,NA,4.34,0.106,2.43,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2010,NA,NA,4.39,0.106,2.41,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2010,NA,NA,2.51,0.042,1.69,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2010,NA,NA,4.32,0.106,2.45,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2010,NA,NA,2.4,0.039,1.61,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2010,NA,NA,4.34,0.106,2.45,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2010,NA,NA,2.29,0.037,1.6,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2010,NA,NA,1.027591398,0.0303,2.95,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2010,NA,NA,4.46,0.108,2.41,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2010,NA,NA,4.4,0.107,2.44,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2010,NA,NA,3.4,0.096,2.84,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2010,NA,NA,3.11678054,0.057,1.83,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2010,NA,NA,4.126638347,0.0631,1.53,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2010,NA,NA,3.42,0.07,2.04,NA,NA,NA,NA,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2010,NA,NA,6.61,0.105,1.59,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2010,NA,NA,4.1,0.103,2.52,NA,NA,NA,NA,NA,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,2010,NA,NA,6.04,0.108,1.78,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,2010,NA,NA,5.8,0.107,1.85,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2010,NA,NA,5.02,0.113,2.24,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2010,NA,NA,4.39,0.106,2.41,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2010,NA,NA,4.33,0.103,2.37,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2010,NA,NA,2.91,0.049,1.68,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2010,NA,NA,2.74,0.03,1.1,NA,NA,NA,NA,NA,NA,NA
VV West,Val Vista West WTP treated water,srp,val vista west-treated,2010,NA,NA,2.46,0.038,1.55,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP Inlet,NA,Glen In,2010,NA,NA,4.38,0.098,2.25,NA,NA,NA,NA,NA,NA,NA
Glen Out,Glendale WTP Outlet,NA,Glen Out,2010,NA,NA,2.923793642,0.037,1.27,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2010,NA,NA,4.17,0.096,2.29,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2010,NA,NA,3.6,0.036,1,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2010,NA,NA,2.784978639,0.043,1.54,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2010,NA,NA,3.65,0.082,2.26,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2010,NA,NA,4.33,0.095,2.2,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2010,NA,NA,4.42,0.098,2.22,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2010,NA,NA,2.41,0.034,1.41,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2010,NA,NA,4.54,0.103,2.28,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2010,NA,NA,4.25,0.097,2.27,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2010,NA,NA,4.16,0.099,2.37,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2010,NA,NA,1.096991286,0.0323,2.94,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2010,NA,NA,4.33,0.096,2.22,NA,NA,NA,NA,NA,NA,NA
